actor_id,actor_name
1120051,Frank Cook
1120052,Bob Hite
1120053,Henry Vestine
1120054,Alan Wilson
89302,Hugh Masekela
72730,Kelly Chen
86318,Sammi Cheng
78869,Shawn Yue
236115,Elva Hsiao
118742,Chapman To
37940,Im Soo-jung
37939,Yum Jung-ah
37941,Moon Geun-Young
1222431,Kim Kap-soo
564846,Park Mi-Hyeon
554560,Lee Seung-Bi
1162595,Woo Ki-Hong
73591,Nick Apollo Forte
73592,Craig Vandenburgh
73593,Herb Reynolds
106223,Joe Franklin
99036,Ted Sorel
44800,Bunny Summers
100654,Bruce McGuire
100655,Del Russel
91533,Carrie Lorraine
91535,Bunty Bailey
91536,Cassie Stuart
2472,Sean Lawlor
98137,Lenny Juliano
170778,Roger Lodge
106802,Rebecca Perle
105089,Michael Delano
99813,Becky LeBeau
16168,Don Steele
80492,Joey Ramone
74351,Simone Griffeth
98927,Robert Earl Jones
89041,John Brinkley
102650,John Herman Shaner
102651,Judy Bamber
103956,Brendan Dillon
106112,Clive Halliday
83463,Nancy Sinatra
71562,Buck Taylor
100074,Richard Fraser
85737,Billy House
100078,Jason Robards Sr.
100081,Joan Newton
39157,Norma Bengell
98487,Ángel Aranda
98488,Evi Marandi
98489,Stelio Candelli
98490,Franco Andrei
245563,Fernando Villena
98491,Mario Morales
98492,Federico Boido
93841,George Strait
33496,Molly McClure
11897,James Terry McIlvain
111001,Toby Metcalf
1324196,Hugh Laing
1324197,Virginia Bosler
1324198,Jimmy Thompson
106101,Tudor Owen
1420240,Alois Moyo
75772,Nomadlozi Kubheka
1624702,Bernardine Dohrn
1663236,Mark Rudd
1712687,Brian Flanagan
1712688,David Gilbert
1068412,Bill Ayers
225931,Kathleen Cleaver
1712689,Laura Whitehorn
36073,Yusuke Sekiguchi
36075,Beat Kiyoshi
36076,Gurêto Gidayû
36077,Rakkyo Ide
36078,Nezumi Mamura
36079,Fumie Hosokawa
1188,Kim Ki-duk
4259,Kim Young-min
4261,Ha Yeo-jin
1048070,Oh Yeong-su
117376,Seo Jae-kyeong
4262,Kim Jong-ho
4263,Kim Jung-young
4267,Song Min-young
77180,Ji Dae-Han
1145852,Park Ji-ah 
35686,Butch Patrick
109969,Daws Butler
1539821,Patti Gilbert
116679,Cliff Norton
85774,Larry Thor
102041,Isobel Black
1418541,Miss Riley
1418542,Phyllis MacMahon
1234475,Gabrielle Daye
71641,Hitomi Kuroki
71642,Mirei Oguchi
71643,Asami Mizukawa
71644,Rio Kanno
161945,Trisha Yearwood
95977,Zoe R. Cassavetes
52367,James Intveld
117153,Yekaterina Rednikova
368684,Amaliya Mordvinova
47423,Yuri Belyayev
135360,Misha Philipchuk
937667,Natalya Pozdnyakova
235865,Roger Tréville
1569604,Lucia Stara
556854,Lorenzo Crespi
1137523,Sandro Giordano
58596,Shinichi Tsutsumi
1037398,Diamond Yukai
58614,SABU
1200412,Hiroshi Shimizu
555603,Takanori Kikuchi
233523,Keisuke Horibe
100238,Leatrice Joy
1110702,John Miltern
1006951,Edythe Chapman
980330,Jack Mower
142595,Dorothy Cumming
120447,Walter Burke
104414,Bob Nelson
107983,Teri Copley
1376900,Spike Alexander
2556,Amy Robinson
2564,Lenny Scaletta
2575,Jean Bell
104800,Noel Francis
77115,Edward Ellis
233118,Hale Hamilton
74843,Don James
1227523,Matt Newton
16434,Kate Williamson
1763937,Christina Payano
108083,Tom'ya Bowden
62093,Sean Blakemore
1763938,Mickey Swenson
29384,Sheila McCarthy
112198,Nicole Courcel
999598,Patricia Gozzi
4618,Steffi Kühnert
4619,Gabriela Maria Schmeide
4620,Thorsten Merten
4621,Axel Prahl
4622,Janko Brett
4623,Miro De Vittoris
4624,Knut Elstermann
4625,Carmen Engler
4626,Frank Fuhrmann
4627,Jens Graßmehl
227033,Michael Hutchence
30096,Catherine Rabett
30098,Catherine Corman
1076574,William Geiger
80457,Han Seok-kyu
28662,Yunjin Kim
20738,Song Kang-ho
17124,Park Yong-woo
64881,Johnny Kim
68903,Hwang Jung-min
64455,Jang Hyun-sung
554330,Lee Seung-Shin
938567,James McManus
1689349,Tara Crespo
3397,Dejan Čukić
3399,Brian Patterson
3401,Tomas Villum Jensen
3402,Line Kruse
3407,Søren Sætter-Lassen
3408,Lester Wiese
181343,Begonya Plaza
474156,Robert Judd
92704,Steve Vai
46275,Raymond Bouchard
553891,Dominik Michon-Dagenais
553892,Guy-Daniel Tremblay
553893,Nadia Drouin
553894,Rita Lafontaine
123923,Réal Bossé
1575499,Guy Vaillancourt
109619,Lucie Laurier
132821,Pierre Collin
65866,Ayub Khan-Din
54044,Patrika Darbo
9089,Margaret Livingston
9090,Bodil Rosing
9091,J. Farrell MacDonald
9092,Ralph Sipperly
9093,Jane Winton
9094,Arthur Housman
9095,Eddie Boland
95605,Larry Tucker
51993,Anjul Nigam
90613,Shiva Rose
19071,Gaspard Manesse
19072,Raphael Fejtö
19073,Francine Racette
19074,Stanislas Carré de Malberg
19076,François Négret
19077,Xavier Legrand
19078,Pascal Rivet
228570,Annabel Chong
112295,Jim South
1468888,Al Goldstein
1703452,Ed Powers
100025,Jasmin St. Claire
230465,Stacy Valentine
1213758,Jack Gallagher
124204,Julian
1214364,Liz Vassey
1376089,Richard Lexsee
1376090,Richard Lexsee
4467,Lars Brygmann
1150861,Karina Skands
69182,Peter Steen
1150862,Diana Axelsen
73213,Dick Kaysø
1052081,Joon-ho Chung
1052083,Won-Je Tak
95010,Stuart Randall
1760713,Marvin Press
1234564,Ken Terrell
1766119,Roy Engle
87665,Peggy Maley
34726,Robert Shayne
98162,Susan Cabot
98163,William Roerick
83994,Frank Gerstle
98164,Bruno VeSota
98165,Carolyn Hughes
98166,Lynn Cartwright
89163,Yvette Vickers
89165,Michael Emmet
134635,Tyler McVey
94897,Dan White
153387,George Cisar
164962,Cosette Lee
81060,Robert Warner
939916,Marcia Diamond
1200916,Brian Smeagle
1200917,Arlene Gillen
1200918,Robert McHeady
368521,Micki Moore
1178965,John Warner
95614,Bruce Seton
39783,Moira Lister
99374,Pier Angeli
935970,Alice Kessler
935971,Ellen Kessler
68987,Riki Takeuchi
68988,Sho Aikawa
68989,Hitoshi Ozawa
58665,Shingo Tsurumi
1048731,Kaoru Sugita
20344,Dankan
97344,Michisuke Kashiwaya
79951,Tokitoshi Shiota
29523,Martine Carol
1005461,Will Quadflieg
96055,Leon Janney
1234847,Edward McNally
1212034,Barney Martin
78620,Julie Payne
116110,Gillian Gould
116111,Geraldine Green
116114,David Korty
116115,Elma Barry Robertson
101897,Sal Ponti
85945,Joyce Taylor
85988,Berry Kroeger
101898,Edgar Stehli
16765,Madge Kennedy
5965,Annibale Ninchi
5966,Walter Santesso
5967,Valeria Ciangottini
5968,Riccardo Garrone
12190,Yoshikatsu Fujiki
12191,Sumi Mutou
12192,Hiroyuki Kinosha
12193,Eri Sendai
12194,Kenji Nakagawa
12195,Kousei Hirota
12196,Ryuichi Horibe
12197,Yukihiro Yoshida
12200,Yoshisada Sakaguchi
12199,Tamio Ohki
85880,Gregg Allman
1854,Huub Stapel
69337,Josine van Dalsum
69338,Liz Snoyink
1349130,Wiske Sterringa
210970,Huib Broos
117899,Pieter Lutz
1693114,Johan Hobo
1284541,Dick Scheffer
1340991,Matthias Maat
118940,Jane Hoffman
1230718,Jeananne Crowley
1597372,Malcolm Douglas
1159927,Jack Smith
1160550,Jeffrey Stevens
81284,Eddie Marr
122429,Yoshiaki Hanayagi
134258,Akitake Kôno
1092506,Kazukimi Okuni
1092507,Yôko Kosono
1092508,Noriko Tachibana
25957,Catherine Demongeot
25959,Carla Marlier
25960,Annie Fratellini
25962,Odette Piquet
25963,Nicolas Bataille
25964,Antoine Roblot
80995,Joyce Grenfell
123892,Alan Sues
88891,Katharine Blake
19461,Valerie Gearon
88892,Michael Johnson
1391845,Eades Hogue
20882,Lea Massari
41780,Esmeralda Ruspoli
41781,James Addams
38243,Dominique Blanchar
231979,Renzo Ricci
1184827,Dorothy De Poliolo
544823,Lelio Luttazzi
1066208,Giovanni Petti
45110,Dolly Read
45111,Cynthia Myers
45112,Marcia McBroom
45113,John Lazar
45114,Michael Blodgett
45115,Edy Williams
36480,Phyllis Davis
43867,Duncan McLeod
44020,Stella Dassas
44021,Pierre Barbaud
36839,Werner Peters
212261,David Cameron
26532,Dieter Hallervorden
97204,Ikio Sawamura
108021,Mitsuko Mito
1092519,Kikue Môri
551748,Ryôsuke Kagawa
555561,Eigoro Onoe
1049221,Sugisaku Aoyama
85861,Odoardo Spadaro
1112933,Nada Fiorelli
132838,Dante
1454254,George Higgins
937516,Gisella Mathews
134668,Raf De La Torre
24402,Marie Mergey
1128883,Allen Vincent
100346,Claude King
14486,Arthur Edmund Carewe
39491,Olga Georges-Picot
39955,Eric Porter
13905,Fritz Kortner
83476,Ricardo Cortez
97006,Warren Hull
84640,Joe King
15499,Gerard Kearney
1384968,Darragh Naughton
1384969,Brendan McNamara
1748917,Kevin O'Malley
192361,John Cleere
1748918,Anthony Cunnigham
16014,Diana Muldaur
1013193,Chris Udvarnoky
1013498,Martin Udvarnoky
160915,Loretta Leversee
161023,Jenny Sullivan
108520,Fred Benavente
108521,Maya Bouma
108522,Fred Emmer
108523,Harrie Geelen
108524,Trudy Libosan
108525,Luc Lutz
90653,McKee Anderson
58771,Katie Finneran
1173006,Heather Mazur
1316938,David W. Butler
27685,Zachary Mott
112364,Roger Imhof
100244,Otto Matieson
100245,Walter Long
124855,Robert Elliott
99749,Edmund Lowe
1706855,Carl 'Alfalfa' Switzer
30216,Pierre Watkin
88954,Mildred Davis
148377,Bill Strother
88958,Noah Young
148378,Westcott Clarke
148423,Roy Brooks
1172948,Mickey Daniels
148390,Richard Daniels
1241877,Ray Erlenborn
141132,William Gillespie
84232,Sally Forrest
116560,John Drew Barrymore
82860,James Craig
108680,Jimmy Hanley
123901,Reginald Tate
37505,Silvia Pinal
37506,Victoria Zinny
37507,Teresa Rabal
37508,Luis Heredia
37509,Joaquín Roa
32153,José Manuel Martín
110879,Roko Belic
110880,Susan Behshid
110881,Jenee Gill
110369,Craig Gilmore
110882,Gilbert Luna
110883,Lance May
64470,Katie Stuart
3015,Dolph Sweet
189479,Peter Kastner
109746,Yasuo Yamada
109747,Eiko Masuyama
82508,Kiyoshi Kobayashi
553097,Akio Nojima
552680,Eken Mine
553099,Junkichi Yarita
1539116,Alexia Rane
1539117,Candyce Mason
98045,John Gilbert
584798,Elizabeth Young
120702,Georges Renavent
103366,George Murphy
105018,Bruce Cowling
66634,David Mattey
98322,Clyde Lewis
98228,Heidi Sjursen
98323,Paul Kyrmse
97825,Joe Fleishaker
1708242,Dan Snow
98325,Michael Budinger
98326,Lisa Terezakis
98327,Barry Brisco
35579,Debbie Rochon
92757,Alfie Wise
41190,Rona Hartner
41192,Izidor Serban
41194,Angela Serban
41195,Aurica Ursan
41196,Vasile Serban
41197,Ioan Serban
41198,Gheorge Gherebenec
41199,Dan Aştileanu
166790,Robert Fortier
31497,John Cromwell
48443,Maysie Hoy
11499,Oscar Polk
98571,Eddie 'Rochester' Anderson
1463216,Frank H. Wilson
126671,George Reed
1544024,Abraham Gleaves
1544025,Myrtle Anderson
1544026,Al Stokes
89942,Edna Mae Harris
1544027,James Fuller
129520,Esther Williams
111464,Richard Lane
83047,Edith Bouvier Beale
1178288,Brooks Hyers
1178289,Norman Vincent Peale
1178290,Jack Helmuth
1418,Albert Maysles
139002,David Maysles
1178286,Jerry Torre
1178287,Lois Wright
101947,Joan Van Ark
101948,Judy Pace
101756,Lynn Borden
101949,David Gilliam
101950,Nicholas Cortland
21037,Prince
191104,Apollonia Kotero
110530,Jerome Benton
1205357,Billy Sparks
34061,Wendy Melvoin
34060,Lisa Coleman
1425531,Bobby Z
548337,Peter Brogle
26411,Wolfgang Reichmann
548336,Athina Zacharopoulou
1463981,Wolfgang von Ungern-Sternberg
36336,Wolfgang Stumpf
1414774,Julio Pinheiro
49501,Florian Fricke
1578732,Heinz Usener
1578733,Achmed Hafiz
1084740,Rob Roy
112558,Kaj-Erik Eriksen
194802,Tony Pantages
548699,Philippe Clévenot
3730,Albert Delpy
263570,Henry Hocking
37579,Tomás Martín
587099,Armando del Río
1065243,Diana Sassen
141304,Anne Cornwall
143818,Flora Bramley
80545,Harold Goodwin
141064,Carl Harbaugh
1364093,Sam Crawford
1188030,Florence Turner
39755,Marianne Hoppe
1365383,Maria Rosaria Russo
58099,Van Dyke Parks
2016,Slim Summerville
13249,Miho Kanno
13250,Hidetoshi Nishijima
13252,Chieko Matsubara
13254,Tsutomu Takeshige
13256,Kanji Tsuda
1003980,Florence Desmond
1013081,Sylvia Andrew
115552,Mark Keuning
556502,Phyllis Morris
1544369,Howard Chuman
42840,Paul Rogers
84634,Richard Travis
34745,Jimmy Durante
231333,Murray Head
190526,Frank Windsor
78392,Alfred Barker Jr.
78393,Nicolas Beauvy
78394,Steve Benedict
78395,Norman Howell
78396,Stephen R. Hudis
140081,Barbara Read
89925,Frankie Thomas
120054,Raymond Roe
1158743,Lela Rogers
85958,Charles Smith
137993,May Wynn
91617,David Farrar
30126,Flora Robson
99905,Kathleen Byron
143233,May Hallatt
25498,Richard Carpenter
134035,Peter Gill
80495,Ray Brooks
95513,Robin Stewart
66294,Frank Ronzio
93900,Francis L. Sullivan
1516922,Michael Dear
1779452,Michele Shay
12095,Cody Cameron
12080,Conrad Vernon
6069,Austin Nichols
6070,Arjay Smith
6071,Sasha Roiz
114021,Kevin Kilner
55638,Kevin Hart
73831,Godfrey
53256,Terry Crews
75063,Cathryn Bradshaw
145632,Anna Wilson-Jones
1760359,Danira Govich
1413045,Jonah Coombes
64471,Chad Faust
43297,Elizabeth Thai
6018,Daniel Duval
128290,Cassandra Bell
1050798,Michiyo Ohkusu
13277,Gadarukanaru Taka
13278,Daigorō Tachibana
13280,Yui Natsukawa
13281,Ittoku Kishibe
13282,Saburo Ishikura
28109,Alexa Davalos
25877,Roger Cross
169349,Evan Arnold
1158306,Vanessa Christelle
96310,Daamen J. Krall
128201,Eve Brent
164177,Bill Hoag
5351,Kate Shindle
63694,Joe Odagiri
80865,Takashi Sasano
96535,Marumi Shiraishi
132806,Hanawa
132807,Hideyuki Kasahara
132808,Miyako Kawahara
132809,Chiaki Kominami
53926,Jon Heder
53927,Aaron Ruell
20190,Efren Ramirez
53928,Shondrella Avery
53929,Haylie Duff
53932,Trevor Snarr
153080,Zena Walker
510338,Mártha Eggerth
11831,Mary Black
64680,Tony Alcantar
90723,Kathryn Kirkpatrick
117414,Fay Holden
90075,Cecilia Parker
132494,Mary Howard
114400,Don Castle
125110,Ann B. Davis
125111,Karen Norris
1175597,Andrej Annenski
215281,Helena Gloag
229363,Willie Joss
229364,Jean Taylor Smith
94021,Christopher Benjamin
31479,Kevin Collins
13952,Sam Melville
112923,Linda McCartney
79747,John Burgess
112925,Ian Hastings
548351,Pierre Rosso
1770825,Serge Citon
43139,Alan Devlin
59964,Robert Reed
68884,John Collin
566290,Fred Allen
71533,Clare Clifford
90762,Sheila Kelley
1415930,Trudi Cavanagh
1218936,Barbara Durkin
110078,Geoffrey Hutchings
1415933,Charlotte Barker
1415934,Chloe Leland
25176,Arthur Hohl
100395,Josie Bissett
102026,Jacques Sernas
106089,Wendy Barrie
1072780,Barlowe Borland
47178,Ralph Forbes
246347,Gertrud Fridh
994406,Lenn Hjortzberg
994407,Mikael Rundquist
30046,Philip Bourneuf
1584544,Philip Ettington
18582,Nancy Gates
136180,Kim Charney
96244,Christopher Dark
30500,James O'Hara
94031,Kem Dibbs
151139,Heather Ann Foster
135174,Nicola Stapleton
86641,Geraldine Brooks
554889,Jakob Gimpel
37574,El Gran Wyoming
232348,Nancy Coleman
83478,Kaaren Verne
141140,Leo Willis
148401,Olin Francis
148402,Constantine Romanoff
98000,Frank Lanning
148403,Ralph Yearsley
1021686,Helene Millard
590253,Zelda Sears
166876,Adam Biesk
110655,Kôji Moritsugu
110656,Yayoi Maki
110657,Keiko Hanagata
110658,Kumiko Takizawa
110660,Nariko Fujieda
110661,Satoru Inagaki
110662,Hideyuki Umezu
110663,Ikuya Sawaki
110664,Hidehiro Kikuchi
91980,Richard Schaal
30694,"Ross Bagdasarian, Jr."
1647711,George Poulos
111419,James Holden
12353,Rex Reason
5802,Karl Ludwig Lindt
45091,Coleman Francis
1603298,Stéphane Bierry
1676550,Jean-Jacques Scheffer
144398,Steffi Duna
152339,Bert Kramer
1050066,Shelley R. Bonus
101953,Neil Flanagan
65684,Ato Mukhamedzhanov
1000987,Polina Rajkina
235056,Nikolay Fomenko
1000988,Lola Mirzorakhimova
1000989,Sherali Abdulkajsov
1000990,Dinmukhamet Akhimov
1000994,Azalbek Nazriyev
585373,Gianni Santuccio
235572,Orazio Orlando
107212,Massimo Foschi
585375,Aldo Randine
998312,Roger Rignack
150946,Virginia Welles
20146,Griff Barnett
1286625,Billy Ward
287365,Betty Linley
111584,Paul Lees
94929,Percy Kilbride
74874,Aline MacMahon
97146,Robert Bice
84487,Mabel Paige
57492,Morgan Spurlock
57493,Daryl Isaacs
57494,Lisa Ganjhu
57495,Stephen Siegel
57496,Bridget Bennett
57498,Eric Rowley
57499,Mark Fenton
57500,Alexandra Jamieson
57502,John Banzhaf
57503,David Satcher
126678,Patricia Dane
126679,Diana Lewis
9960,Jean Négroni
9961,Hélène Chatelain
9962,Davos Hanich
9963,Jacques Ledoux
1167681,André Heinrich
1167682,Jacques Branchu
1167683,Pierre Joffroy
24854,Étienne Becker
1167684,Philbert von Lifchitz
589138,Ligia Branice
1743306,Dean Williams
1743308,Sally Davies
1743310,Susan Flanagan
1743309,Nathan Walsh
1743312,Debi Jones
142596,Jacqueline Logan
98034,Ernest Torrence
1147460,James Neill
1196416,Joseph Striker
130493,Robert Edeson
1420060,Louis Hector
80621,Lowell Gilmore
1415666,William Holmes
141397,Elizabeth James
96308,William Wellman Jr.
1507108,Paul Bruce
160632,Robert Cleaves
29209,Paul Prokop
213495,Chikage Awashima
213492,Ineko Arima
76977,Akira Ishihama
82477,Kôji Nanbara
83640,Tôru Abe
125721,Masao Mishima
54614,Shawn Ku
48883,Neelesha BaVora
54616,Lhakpa Tsering
54617,Tenzin Tashi
54618,Jamayang Jinpa
1448019,Elbert Coplen Jr.
1016380,June Wilkins
34419,Ernest Truex
144381,Leonard Penn
87559,Simi Garewal
231345,Romesh Sharma
231347,Zul Vellani
231348,Amrik Singh
231349,Kunal Kapoor
231350,Shanti Hiranand
593197,Pinchoo Kapoor
78792,Steve Cochran
96421,Kathleen Harrison
133501,John Charlesworth
97640,Rona Anderson
25530,Bradley Lavelle
98203,Kiel Martin
44552,Michael McClanathan
115187,Frances Faye
25464,Masaaki Daimon
1101318,Kazuya Aoyama
142713,Reiko Tajima
551834,Masao Imafuku
1100969,Beru-Bera Lin
1024314,Goro Mutsumi
81280,Daigo Kusano
118222,Gower Champion
1109633,Mike Stanley
551496,Ken Kobayashi
90347,Sabu Kawahara
91288,Etsuko Ichihara
551497,Chiho Terada
54216,Stephen Eric McIntyre
90604,Jacqueline Ramel
46128,Amanda Ooms
1511,Harry Earles
1512,Daisy Earles
1508,Olga Baclanova
1507,Leila Hyams
119306,Jerry Austin
1516,Schlitze
21303,Eric Campbell
21312,Frank J. Coleman
1415451,Tom Harrington
21302,James T. Kelley
97246,Joan Maude
1007891,Robert Atkins
116260,George F. Marion
89610,Marie Dressler
120474,James T. Mack
121066,Lee Phelps
15628,Paul Carr
34365,Arthur Space
99896,Robert Berk
91953,Pat Delaney
172103,Victoria Dillard
139941,Lira Angel
100839,Rene Assa
29599,Rose Hobart
103619,Fuzzy Knight
103621,George Moran
124823,Robert Kino
34448,Dick Wessel
140075,Bob Jellison
64160,Robert Fyfe
23429,Adam Godley
62831,Will Forte
32809,Paul Mohan
59231,Joel David Moore
1214427,Chris Williams
8690,Kumar Pallana
56471,Katy Murphy
1391414,Jayd Johnson
56473,Mary Riggans
107380,Cal Macaninch
1602370,John Kazek
3077,Anne Marie Timoney
71482,Maitland Ward
24198,Anne Dudek
18050,Elle Fanning
20132,Jon Foster
20526,Maï Anh Le
20527,Oanh Nguyen
20528,Jaran 'See Tao' Petcharoen
20529,Stéphanie Lagarde
20530,Philippine Leroy-Beaulieu
20531,Vincent Scarito
20532,Moussa Maaskri
1281,Freddie Highmore
78019,Peter Polycarpou
79856,Tony Maudsley
564936,Fely Franquelli
1064452,Alex Havier
1064453,'Ducky' Louie
1155163,Leonard Ceeley
1045604,Esther Muir
96300,Janis Carter
1242285,Joyce Menges
1221356,Horst Ebersberg
1214938,Lee Bergere
1194447,Donald F. Muhich
1682237,Noble Lee Holderread Jr.
1063151,K.T. Stevens
15954,Celeste Yarnall
13354,Karen Morley
240072,Bill Robinson
134868,Frank McGlynn Sr.
1553575,Bessie Lyle
1553576,Hannah Washington
1159906,Klaus Mulbjerg
15086,Nicolas Bro
32728,Ida Dwinger
40424,Helle Fagralid
1591029,Mercedes Claro Schelin
1441924,Jens Blegaa
1169047,Tim Conner
1274814,Johnny Counterfit
136437,Faudel
23672,Nathalie Besançon
57012,Fares Fares
57013,Torkel Petersson
57014,Göran Ragnerstam
57015,Sissela Kyle
126936,Eva Röse
338484,Christian Fiedler
1003207,Erik Ahrnbom
1003208,Harry Goldstein
1003209,Michael Fares
236041,Viktor Friberg
1152,Oliver Stone
110132,Juanita Vera
1117838,Ernesto 'Che' Guevara
1564942,Eva Perón
1847702,Janet Reno
15607,Jaume Roures
56495,Felicity Mason
56496,Mungo McKay
56497,Rob Jenkins
56498,Lisa Cunningham
56499,Dirk Hunter
125318,Emma Randall
79635,Julian Holloway
90039,Chip Zien
90040,Kim Crosby
31527,J.G. Hertzler
31528,Wayne Pére
31529,Sheila Shaw
31530,Gema Zamprogna
116488,Noam Chomsky
69359,Mark Achbar
553220,Edward S. Herman
214705,William F. Buckley
553221,Peter Jennings
553222,Bill Moyers
57949,Tom Wolfe
134254,Lucile Gleason
103368,Ruth Brady
30280,Chester Clute
30217,Dick Elliott
120173,Moyna MacGill
65346,Eru Potaka-Dewes
1495624,Emilio Tuki Hito
1495626,Gordon Hatfield
1495627,Frenxa Reuben
1226771,Hori Ahipene
1495628,Chiefy Elkington
1495630,Ruihana Rewa
19401,George Montgomery
102064,Lynne Overman
40178,Phil Silvers
127519,Helene Reynolds
95484,Rodney Bingenheimer
1415262,Kim Fowley
47098,Pete Townshend
1057876,Rebecca Palmer
185831,Jason Hughes
211395,Olivia Poulet
124262,Taneli Mäkelä
53509,Vesa Vierikko
228650,Timo Torikka
994246,Heikki Paavilainen
124857,Antti Raivio
1245289,Esko Kovero
89502,Martti Suosalo
936894,Markku Huhtamo
89503,Matti Onnismaa
89514,Konsta Mäkelä
166061,Kene Holliday
58973,Gary Brockette
149511,Andrew Ducote
228236,Leor Livneh Hackel
957076,Clé Bennett
937646,Amanda Jean Kvakland
89750,Gabriel Dell
142909,Robert le Flon
142910,Du Verron
142911,Delphin
142912,Madame Émile
142913,Louis de Gonzague
142914,Raphaël Diligent
142915,Louis Lefebvre
131110,Ben Carruthers
146707,Hugh Hurd
146708,Anthony Ray
146709,Dennis Sallas
96165,Tom Reese
1095841,David Pokitillow
157211,Rupert Crosse
115879,Dirk Kummer
115884,Axel Wandtke
36712,Werner Dissel
36746,Matthias Freihof
13805,Dagmar Manzel
23282,Gudrun Ritter
44304,Walfriede Schmitt
1250598,Thomas Gumpert
23943,Frédéric Diefenthal
23984,Bernard Farcy
554591,Dan Herzberg
554592,Sébastien Thiery
554593,Eric Bérenger
19776,Jean-Christophe Bouvet
1709977,Bernard Llopis
1709894,Jean-Louis Schlesser
238715,Jack Kerouac
1129756,Gregory Corso
1076612,Peter Orlovsky
1646170,Larry Rivers
14725,David Amram
1646171,Richard Bellamy
1327503,Alice Neel
1646172,Sally Gross
1646173,Pablo Frank
117626,Aya Okamoto
117629,Yoshiaki Umegaki
40330,Toru Emori
89903,Mamiko Noto
1325880,Ryuuji Saikachi
1325881,Kyouko Terase
237076,Rikiya Koyama
554368,Hiroya Ishimaru
28860,Roger Rudel
28861,Mario Beccara
278651,William Guérault
278649,Pascal Ferone
10526,Natalie Talmadge
10527,Ralph Bushman
10528,Craig Ward
143384,Buster Keaton Jr.
1350590,Edward Coxen
6102,Lex Barker
22601,Ben Webster
1185291,Paul Draper
1037633,Jamie Wild
1542824,Jeffrey Wiseman
214,Brian Price
32137,Charles Starrett
136894,Russell Arms
103175,Maria Palmer
1731210,Walter 'PeeWee' Flannery
90516,Eddie Fisher
90517,Jeffrey Lynn
90520,Susan Oliver
1112917,Sophie Thursfield
40646,Amelda Brown
1112918,Lucita Pope
212393,Kate Gartside
1315054,Aimee Schmidt
1315055,Gabriella Schmidt
175980,Enrique Rambal
176011,José Baviera
105130,Augusto Benedico
31599,Antonio Bravo
139573,Jacqueline Andere
176045,César del Campo
176061,Rosa Elena Durgel
82799,Lucy Gallardo
105363,Kate Connor
1223986,Sarah Danielle Madison
33156,James Merendino
89463,Lisa Enos
19013,Al Gore
120576,Saddam Hussein
128057,Ricky Martin
84384,Osama Bin Laden
147961,Max Alexander
60174,Mark Abene
60175,Ed Cummings
60180,Jeffrey Stanton
60178,Alexis Kasperavicius
60177,Lazlow Jones
60181,Kevin Mitnick
60179,John Markoff
60182,Bruce Sterling
60183,Deth Veggie
77312,Max Adrian
83754,Roy Castle
131109,Neil McCallum
189681,P.J. Harvey
189747,Anna Köhler
189756,Martin Pfefferkorn
84049,Layla Alexander
1572742,James Wooton
1219948,Charles Dale
1681558,Rachel Smith
186138,Sharon Duce
1436905,Kate Fitzgerald
1370642,Claire Cathcart
70834,Barbara Bosson
61702,Kay E. Kuter
129088,Norman Snow
158655,Dan Mason
131547,Jenilee Harrison
1175508,G. D. Spradlin
107215,Sheik Razak Shikur
107217,Judy Rosly
1338069,Suleiman
1477516,Shamsi
651,Louise Lemoine Torrès
657,Mariane Plasteig
3728,Diabolo
3729,Denis Evrard
3731,Marie Pillet
51382,Chris Parnell
60073,Brie Larson
21318,Scout Taylor-Compton
55084,Sean Faris
59283,Dan Byrd
68769,Julie Gonzalo
1722548,Andrea Avery
172994,Peter Shinkoda
5887,Catalina Sandino Moreno
5902,Guilied Lopez
5891,Yenny Paola Vega
5972,John Álex Toro
5890,Virgina Ariza
5893,Rodrigo Sánchez Borhorquez
5895,Charles Albert Patiño
5896,Wilson Guerrero
5898,Johanna Andrea Mora
5899,Evangelina Morales
72998,Neus Asensi
231246,Karel Dobrý
1213887,Hilly Hicks
129187,Jeanne Barr
160728,Julie Gregg
136418,Hugues Wanner
46428,James Stacey
160899,David Canary
44687,Katherine Woodville
998685,Beth Brickell
66459,Mirosław Baka
66465,Jerzy Zass
66464,Aleksander Bednarz
66462,Jan Tesarz
66460,Krzysztof Globisz
66463,Barbara Dziekan
66466,Zdzisław Tobiasz
66469,Olgierd Łukaszewicz
66471,Wieslaw Bednarz
66470,Leonard Andrzejewski
105633,Michel Ray
78775,Mary Webster
34651,Peter Baldwin
94315,Richard Shannon
1299108,Jo-El Sonnier
180970,Sarah Pratt
588252,Gilles Guillain
1344779,Marc Filipi
1093326,Laetitia Lopez
1344780,Marc Jablonski
1344781,Christelle Dacosta
919416,Malgorzata Braunek
930881,Kazimierz Wichniarz
1103810,Wladyslaw Hancza
107893,Leszek Teleszynski
1096974,Ryszard Filipski
40622,Wiesława Mazurkiewicz
7114,Franciszek Pieczka
64188,Damon Albarn
143210,Noel Gallagher
82990,Liam Gallagher
107170,Jarvis Cocker
1694512,Louise Wener
583437,Robert del Naja
1694576,James Brown
574410,Kevin Cummins
558273,Damien Hirst
413453,Jon Savage
27030,Tom Gallop
141446,Kim Smith
424,Dallas Roberts
1148729,Erik Smith
77899,Harris Allan
1224676,Andrew Chalmers
