actor_id,movie_id,character
31,862,Woody (voice)
12898,862,Buzz Lightyear (voice)
7167,862,Mr. Potato Head (voice)
12899,862,Slinky Dog (voice)
12900,862,Rex (voice)
7907,862,Hamm (voice)
8873,862,Bo Peep (voice)
1116442,862,Andy (voice)
12901,862,Sid (voice)
12133,862,Mrs. Davis (voice)
2157,8844,Alan Parrish
8537,8844,Samuel Alan Parrish / Van Pelt
205,8844,Judy Sheperd
145151,8844,Peter Shepherd
5149,8844,Sarah Whittle
10739,8844,Nora Shepherd
58563,8844,Carl Bentley
1276,8844,Carol Anne Parrish
46530,8844,Alan Parrish (young)
56523,8844,Sarah Whittle (young)
6837,15602,Max Goldman
3151,15602,John Gustafson
13567,15602,Ariel Gustafson
16757,15602,Maria Sophia Coletta Ragetti
589,15602,Melanie Gustafson
16523,15602,Grandpa Gustafson
7166,15602,Jacob Goldman
8851,31357,Savannah 'Vannah' Jackson
9780,31357,Bernadine 'Bernie' Harris
18284,31357,Gloria 'Glo' Matthews
51359,31357,Robin Stokes
66804,31357,Marvin King
352,31357,Kenneth Dawkins
87118,31357,"John Harris, Sr."
34,31357,Troy
1276777,31357,Joseph
10814,31357,James Wheeler
67773,11862,George Banks
3092,11862,Nina Banks
519,11862,Franck Eggelhoffer
70696,11862,Annie Banks-MacKenzie
59222,11862,Bryan MacKenzie
18793,11862,Matty Banks
14592,11862,Howard Weinstein
20906,11862,John MacKenzie
54348,11862,Joanna MacKenzie
209,11862,Dr. Megan Eisenberg
1158,949,Lt. Vincent Hanna
380,949,Neil McCauley
5576,949,Chris Shiherlis
10127,949,Nate
3197,949,Michael Cheritto
6200,949,Justine Hanna
15851,949,Eady
15852,949,Charlene Shiherlis
34,949,Sergeant Drucker
524,949,Lauren Gustafson
3,11860,Linus Larrabee
15887,11860,Sabrina Fairchild
17141,11860,David Larrabee
4301,11860,Mrs. Ingrid Tyson
12957,11860,Maude Larrabee
8937,11860,Fairchild
16554,11860,Patrick Tyson
34485,11860,Elizabeth Tyson
13314,11860,Mack
20234,11860,Irene
53283,45325,Tom Sawyer
51214,45325,Huck Finn
38581,45325,Becky Thatcher
8316,45325,Muff Potter
87007,45325,Aunt Polly
57448,45325,Injun Joe
102313,45325,Townsperson
15111,9091,Darren Francis Thomas McCord
6280,9091,Joshua Foss
8656,9091,Matthew Hallmark
10361,9091,Vizepräsident Daniel Bender
12928,9091,Tyler
79088,9091,Emily McCord
517,710,James Bond
48,710,Alec Trevelyan
10695,710,Natalya Fyodorovna Simonova
10696,710,Xenia Onatopp
10671,710,Jack Wade
5309,710,M
3757,710,General Arkady Grigorovich Ourumov
1923,710,Valentin Dmitrovich Zukovsky
10697,710,Boris Grishenko
10698,710,Defense Minister Dmitri Mishkin
3392,9087,Andrew Shepherd
516,9087,Sydney Ellen Wade
521,9087,Lewis Rothschild
8349,9087,A.J. MacInerney
63279,9087,Robin McCall
112080,9087,Lucy Shepherd
20767,9087,Janie Basdin
19839,9087,Leon Kodak
3037,9087,Senator Bob Rumson
42133,9087,Beth Wade
7633,12110,Count Dracula
14639,12110,Prof. Abraham Van Helsing
1219,12110,Mina Seward
12688,12110,Thomas Renfield
12812,12110,Lucy Westenra
13640,12110,Dr. Jack Seward
6106,12110,Jonathan Harker
29709,12110,Martin
53570,12110,Essie
170185,12110,Woodbridge
4724,21032,Balto (voice)
382,21032,Boris the Goose (voice)
2233,21032,Jenna (voice)
12077,21032,Steele the Sled Dog (voice)
110001,21032,Muk and Luk (voice)
67386,21032,Young Rosy (voice)
19545,21032,Nikki (voice)
52699,21032,Kaltag (voice)
77157,21032,Star (voice)
176254,21032,Dixie / Sylvie (voice)
4173,10858,Richard Nixon
11148,10858,Pat Nixon
6280,10858,Alexander Haig
228,10858,E. Howard Hunt
382,10858,J. Edgar Hoover
5249,10858,John Mitchell
19839,10858,Ron Ziegler
11076,10858,John Dean
7004,10858,Henry Kissinger
2453,10858,Hannah Nixon
16935,1408,Morgan Adams
8654,1408,William Shaw
8924,1408,Dawg
7868,1408,John Reed
8979,1408,Ainstee
16936,1408,Glasspoole
16937,1408,Mr. Blair
13925,1408,Snelgrave
35769,1408,Bowen
133771,1408,Scully
380,524,Sam 'Ace' Rothstein
4430,524,Ginger McKenna
4517,524,Nicky Santoro
4512,524,Lester Diamond
7167,524,Billy Sherbert
7169,524,Andy Stone
7166,524,Phillip Green
7165,524,Remo Gaggi
8262,524,Pat Webb
166789,524,Sénateur
204,4584,Marianne Dashwood
7056,4584,Elinor Dashwood
3291,4584,Edward Ferrars
207,4584,Mr. Dashwood
4566,4584,Col. Christopher Brandon
20769,4584,Lucy Steele
16700,4584,John Willoughby
41419,4584,Mr. Palmer
11356,4584,Charlotte Jennings Palmer
23076,4584,Sir John Middleton
3129,5,Ted the Bellhop
3131,5,Man
3130,5,Angela
3125,5,Elspeth
3141,5,Margaret
62,5,Leo
138,5,Chester Rush
3122,5,Jezebel
3123,5,Diana
3124,5,Athena
206,9273,Ace Ventura
3547,9273,Fulton Greenwall
4001,9273,Vincent Cadby
57096,9273,Ouda
4029,9273,Burton Quinn
2598,9273,The Wachati Princess
88059,9273,The Tiny Warrior
31164,9273,Hitu
1080060,9273,Wachootoo Witch Doctor
1080061,9273,Wachootoo Chief
10814,11517,John
57755,11517,Charlie
16866,11517,Grace Santiago
9287,11517,Donald Patterson
2955,11517,Torch
4887,11517,Riley
32287,11517,Mr. Brown
33658,11517,Kowalski
106791,11517,Woman on Platform
47774,11517,Gambler
8891,8012,Chili Palmer
193,8012,Harry Zimm
14343,8012,Karen Flores
518,8012,Martin Weir
1117,8012,Ray 'Bones' Barboni
18792,8012,Bo Catlett
4691,8012,Bear
9629,8012,Ronnie Wingate
53600,8012,Nicki
19839,8012,Leo Devoe
10205,1710,Helen Hudson
18686,1710,M.J. Monahan
883,1710,Nico Letti
18687,1710,Peter Foley
18688,1710,Doryll Lee Cullum
5169,1710,Lt. Quinn
20212,1710,Ruben Goetz
60205,1710,Andy
154691,1710,Susan Schiffer
95838,1710,Pachulski
16483,9691,Robert Rath
3131,9691,Miguel Bain
1231,9691,Electra
58556,9691,Nicolai Tashlinkov
17348,9691,Ketcham
14328,9691,Alan Branch
47757,9691,"Jennifer, Electra's Neighbor"
31508,9691,Bob
42146,9691,Remy
58557,9691,Buyer with Remy
2453,12665,Jessie Caldwell
54789,12665,Jeremy 'Powder' Reed
2714,12665,Sheriff Doug Barnum
4785,12665,Donald Ripley
36637,12665,Deputy Harley Duncan
2963,451,Ben Sanderson
1951,451,Sera
6104,451,Yuri
6105,451,Peter
6106,451,Marc Nussbaum
6107,451,Sheila
6108,451,Debbie
6109,451,Man At Bar
3124,451,Terri
6110,451,L.A. Bartender
2975,16420,Othello
1350,16420,Desdemona
11181,16420,Iago
27631,16420,Cassio
232174,16420,Bianca
17483,16420,Roderigo
1227643,16420,Emilia
32357,16420,Montano
3968,16420,Lodovico
6886,9263,Young Roberta Martin
12929,9263,Dr. Roberta Martin
2155,9263,Teeny
29369,9263,Tina 'Teeny' Tercell
12930,9263,Young Samantha Albertson
3416,9263,Samantha Albertson
114471,9263,Young Chrissy DeWitt
12931,9263,Chrissy DeWitt Williams
141521,9263,Crazy Pete
50398,9263,Scott Wormer
30318,17015,Anne Elliott
8785,17015,Captain Frederick Wentworth
87415,17015,Lady Russell
10981,17015,Mrs. Croft
14465,17015,Admiral Croft
3930,17015,Elizabeth Elliot
54447,17015,Mr. Elliot
32990,17015,Mary Musgrave
45455,17015,Mrs. Musgrove
57461,17015,Charles Musgrove
2372,902,One
2413,902,Scaphandrier / Les Clones
13842,902,Miette
13843,902,Krank
13687,902,Marcello
13845,902,la Pieuvre
13846,902,la Pieuvre
4394,902,Mademoiselle Bismuth
2410,902,Gabriel Marie
2407,902,Peeler
643,37557,Xiao Jingbao
146097,37557,"Tang, the Gang Boss"
150151,37557,"Shuisheng, the boy"
143358,37557,"Liu, 6th Uncle"
150152,37557,"Song, Tang's No. 2"
150153,37557,"Zheng, Tang's No.3"
1160,9909,Louanne Johnson
10477,9909,Hal Griffith
24047,9909,George Grandey
11902,9909,Carla Nichols
12642,9909,Waiter
168638,9909,Mary Benton
81726,9909,Irene Roberts
28863,9909,Raul Sanchero
975133,9909,Emilio Ramirez
188642,9909,Callie Roberts
62,63,James Cole
289,63,Dr. Kathryn Railly
287,63,Jeffrey Goines
290,63,Dr. Goines
52,63,Dr. Peters
288,63,Jose
291,63,Dr. Fletcher
975569,63,junger Cole
1273540,63,WWI Sergeant
22227,63,Lt. Halperin
4138,78802,Henri Guillaumet
4513,78802,Noëlle Guillaumet
3999,78802,Antoine de Saint-Exupery
58406,78802,Pierre Deley
554094,78802,Jean-René Lefèbvre
5576,78802,Jean Mermoz
156330,78802,Young Pilot
58136,9598,Babe the Gallant Pig (voice)
6199,9598,Fly the Female Sheepdog (voice)
52699,9598,Ferdinand the Duck (voice)
1331,9598,Rex the Male Sheepdog (voice)
35109,9598,Maa the Very Old Ewe (voice)
2505,9598,Farmer Arthur Hoggett
6035,9598,Dutchess the Cat (voice)
1080206,9598,Old Ewe (voice)
1080207,9598,Horse (voice)
1229258,9598,Cow (voice)
7056,47018,Dora Carrington
378,47018,Lytton Strachey
27764,47018,Ralph Partridge
54447,47018,Gerald Brenan
17328,47018,Mark Gertler
1249,47018,Lady Ottoline Morrell
47627,47018,Vanessa Bell
18325,47018,Beacus Penrose
83701,47018,Frances Partridge
186389,47018,Clive Bell
4038,687,Sister Helen Prejean
2228,687,Matthew Poncelet
10360,687,Hilton Barber
10361,687,Earl Delacroix
8655,687,Clyde Percy
1989,687,Mary Beth Percy
2207,687,Helen's Mother
6914,687,Kaplan Farlely
10362,687,Lucille Poncelet
452,687,Sister Colleen
1467084,139405,Tomas Minton
1467085,139405,Freighter Chief
1467086,139405,Seaman
19208,139405,Wall Street Businessman
1218074,139405,Julia Minton
1796,33689,Diane Barrows
26472,33689,Roger Callaway
67848,33689,Alyssa Callaway / Amanda Lemmon
67849,33689,Amanda Lemmon / Alyssa Callaway
92255,33689,Clarice Kensington
6541,33689,Vincenzo
1331570,33689,Carmen
1329538,33689,Frankie
1331571,33689,Tiny
1331572,33689,Patty
5588,9603,Cher Horowitz
58150,9603,Dionne
328,9603,Tai
22226,9603,Josh
49002,9603,Murray
58151,9603,Amber
33654,9603,Travis
23958,9603,Elton
6486,9603,Mel Horowitz
12900,9603,Mr. Wendell Hall
15152,34615,Rev. Stephen Kumalo
17764,34615,John Kumalo
123831,34615,Ian Jarvis
123833,34615,Child
123834,34615,Ramalao Makhene
194,34615,James Jarvis
89307,34615,Mrs. Kumalo
111179,34615,Mary Jarvis
1035098,34615,Evans
1073473,34615,Clerk of the court
1327,31174,Richard III
516,31174,Elizabeth
388,31174,The Duke of Buckingham
5470,31174,Lady Anne
42566,31174,James Tyrrell
10978,31174,Duchess of York
41043,31174,William Catesby
3223,31174,Earl Rivers
3545,31174,Lord Stanley
15788,31174,The Duke of Clarence
18291,11443,Anthony Curtis
65827,11443,Kirby
66,11443,Skip
6862,11443,Jose
69447,11443,Juanita Benson
10824,11443,Deliah Benson
58924,11443,Cutty
18288,11443,Cowboy
71913,11443,Cleon
1277051,11443,Martin
3223,35196,Robert Merivel
5344,35196,Katharine
4783,35196,King Charles II
11207,35196,John Pearce
3291,35196,Elias Finn
6416,35196,Celia Clemence
1327,35196,Will Gates
27762,35196,Ambrose
97170,35196,Midwife
1229022,35196,Man with Visible Heart
38559,9312,Lord Rayden
57250,9312,Liu Kang
57251,9312,Johnny Cage
11398,9312,Shang Tsung
20751,9312,Sonya Blade
10680,9312,Princess Kitana
57252,9312,Kano
57253,9312,Scorpion
57254,9312,Sub-Zero
57255,9312,Reptile
2227,577,Suzanne Stone Maretto
2876,577,Larry Maretto
73421,577,Jimmy Emmett
1893,577,Russel Hines
7796,577,Janice Maretto
2841,577,Lydia Mertz
6486,577,Joe Maretto
4201,577,Ed Grant
224,577,Man at Lake
2115,577,Earl Stone
1920,11861,Finn Dodd
10774,11861,Glady Joe Cleary
9560,11861,Hy Dodd
18794,11861,Constance Saunders
14500,11861,Em
54424,11861,Anna
1981,11861,Marianna
20212,11861,Sam
2207,11861,Sophia
689,11861,Sally
287,807,Detective David Mills
192,807,Detective Lt. William Somerset
12052,807,Tracy Mills
11885,807,California
1979,807,John Doe
8655,807,Police Captain
6487,807,Dist. Atty. Martin Talbot
31028,807,Mark Swarr
1558263,807,Mrs. Gould
534,807,Greasy F.B.I. Man
65529,10530,Pocahontas (voice)
2461,10530,John Smith (voice)
28010,10530,Governor Ratcliffe (voice)
31365,10530,Meeko (voice)
3203,10530,Powhatan (voice)
3894,10530,Thomas (voice)
110316,10530,Pocahontas (singing voice)
12516,10530,Grandmother Willow (voice)
52699,10530,Percy (voice)
9188,10530,Ben (voice)
54818,8391,Camille Baker
54819,8391,Petra
15319,8391,Martin
20173,8391,Timothy
9045,629,Michael McManus
5168,629,Dean Keaton
9046,629,US Customs Agent Dave Kujan
7166,629,Todd Hockney
4935,629,Kobayashi
1979,629,Roger 'Verbal' Kint
2179,629,Edie Finneran
4808,629,FBI Agent Jack Baer
1121,629,Fred Fenster
6486,629,"Sgt. Jeffrey ""Jeff"" Rabin"
74375,117164,Cynthia Mckay
63941,117164,
1093379,117164,
42137,117164,
53552,117164,
112159,117164,
62715,117164,
1243,11448,Lenny
23931,11448,Linda Ash
1283,11448,Amanda
1164,11448,Chorleiter
10560,11448,Amanda's Father
29545,11448,Amanda's Mother
3019,11448,Jocasta
4688,11448,Kevin
28010,11448,Laius
5251,11448,Tiresias
27392,49133,Gino
25819,49133,Fiore
1149435,49133,Selimi
1180060,49133,Spiro
1904515,49133,Factory's manager
26472,26441,Sheriff Tom Palmer
46423,26441,Miss Anna Mongomery
6067,26441,Coach Jay Huffer
8659,26441,Edwin V. Douglas
69395,26441,Newt Shaw
148587,26441,Kate Douglas
69740,26441,Larry Musgrove
21735,26441,Jeffrey Luttrell
88599,26441,Evan Schiff
137391,26441,Nick Anderssen
10431,97406,Sadie Flood
51544,97406,Georgia Flood
15854,97406,Jake
7268,97406,Axel Goldman
42746,97406,Bobby
4764,97406,Herman
590356,97406,Trucker
52308,97406,Chasman
198643,124057,Alex Cole
56890,124057,Merlin
41743,124057,Jenny
1569328,124057,Sheriff Ferguson
11086,124057,Butch Scarsdale
18686,9089,Claudia Larson
3223,9089,Tommy Larson
10774,9089,Adele Larson
1466,9089,Henry Larson
6194,9089,Kitt Larson
32597,9089,Leo Fish
400,9089,Aunt Glady
26472,9089,Walter Wedman
11064,9089,Russell Terziak
65528,9089,Joanne Larson Wedman
24366,11010,Pablo Neruda
67792,11010,Mario Ruoppolo
10777,11010,Beatrice Russo
14149,11010,Telegrapher
538696,11010,Donna Rosa
24290,11010,Di Cosimo
225301,11010,Matilde
1351952,11010,Elsa Morante
1352578,11010,
1352580,11010,
38524,99040,Pierre Lamontagne
1019878,99040,Marc Lamontagne
1019879,99040,Raymond Massicotte
5470,99040,Assistant to Hitchcock
223877,99040,Alfred Hitchcock
69301,11359,Omri
69302,11359,Little Bear
32225,11359,Jane
28633,11359,Victor
1318612,11359,Patrick
4581,11359,
18181,11359,Boone
34200,11359,Lucy
52646,11359,
14331,11359,
35,17182,Karen McCann
2628,17182,Robert Doob
228,17182,Mack McCann
821,17182,Dolly Green
33689,17182,Angel Kosinsky
3266,17182,Detective Sergeant Denillo
27261,17182,Julie McCann
157108,17182,Megan McCann
65827,17182,Martin
4492,17182,Sidney Hughes
3037,2054,Glenn Holland
21104,2054,Iris Holland
21105,2054,Bill Meister
3019,2054,Principal Helen Jacobi
3905,2054,Vice Principal Gene Wolters
3128,2054,Gertrude Lang
21107,2054,Cole Holland ( mit 6. Jahren )
21108,2054,Cole Holland ( mit 15 Jahren )
21109,2054,Cole Holland ( mit 28 Jahren )
26495,2054,Rowena Morgan
35690,10607,Ashtray
9562,10607,Loc Dog
66131,10607,Dashiki
27590,10607,Preach
2535,10607,Ashtray's Mother
66132,10607,Sister Williams
1214127,10607,Crazy Legs
1897,10607,Officer Self Hatred
62066,10607,Rufus
35689,10607,Mailman
18277,19760,Roz
5724,19760,Francis 'Frank' O'Brien
5050,19760,FBI Agent O'Malley
8435,19760,Evan Marsh
66131,19760,Cop
191140,19760,Beautiful Woman
1183958,19760,Reporter
1362948,19760,Marcy Kellerher
5170,19760,Fitzie
17243,19760,Todd
64998,9536,Bud Macintosh
9045,9536,Doyle Johnson
16484,9536,Monique (as Joey Adams)
43433,9536,Jen
7676,9536,Dr. Noah Faulkner
57868,9536,Mimi Simkins
57869,9536,T.C. Romulus
23970,9536,Olivia Biggs
12207,9536,Dr. Petra von Kant
22297,9536,Tenacious D
29459,11525,Dr. Benjamin Trace
40009,11525,Jobe Smith
58119,11525,Peter Parkette
36898,11525,Dr. Cori Platt
72612,11525,Jennifer
1192629,11525,Shawn
1384185,11525,Jade
1384186,11525,Travis
1221555,11525,Homeless Kid
27116,11525,Jonathan Walker
124150,40628,Gennaro Spirito
1158,40628,Gitano Sabatoni
1161,40628,Luisa Spirito
4887,40628,Uncle Joe
25879,40628,Dr. Wilson
25256,4482,Loli
35137,4482,Marijo
4275,4482,Laurent Lafaye
13689,4482,Antoine
35908,4482,Dany
38402,4482,Emily Crumble
38403,4482,Dorothy Crumble
38404,4482,Vero
9778,10634,Craig Jones
66,10634,Smokey
9781,10634,Debbie
8396,10634,Deebo
56902,10634,Mr. Jones
54800,10634,Mrs. Jones
9788,10634,Dana Jones
45245,10634,Joi
62066,10634,Big Worm
65134,10634,Red
1461,755,Seth Gecko
138,755,Richard Gecko
1037,755,Jacob Fuller
3196,755,Kate Fuller
11158,755,Scott Fuller
3136,755,Santanico Pandemonium
11159,755,Border Guard/Chet Pussy/Carlos
11160,755,Razor Charlie
11161,755,Sex Machine
9811,755,Frost
13021,11859,Max Kirkpatrick
33665,11859,Kate McQueen
782,11859,Colonel Ilya Kazak
4443,11859,Lieutenant Meyerson
30488,11859,Emilio Juantorena
170954,11859,Jodi Kirkpatrick
3136,11859,Rita
60118,11859,Louis Aragon
3981,11859,Rosa
13925,11859,"Leonide ""the Hacker"" Volkov"
52419,28387,Grover
46423,28387,Jane
52930,28387,Otis
7036,28387,Chet
78190,28387,Max
81373,28387,Skippy
7489,28387,Miami
21967,28387,Pete
10130,28387,Gail
1052883,28387,Professor
3829,48750,Henri Fortin / Jean Valjean
35211,48750,André Ziman
63895,48750,Elise Ziman
141054,48750,La fille Ziman
6014,48750,Thénardière 1942
3581,48750,Thénardier 1942
24464,48750,Le policier / Javert
13689,48750,Le gentil voyou / Kind Hoodlum
2407,48750,Thénardier 1830 / 1990
133834,48750,Thénardière 1830 / 1990
2224,20927,Lewis Farrell
31140,20927,Lisa Walker
21063,20927,Kim / Pamela Segall
16851,20927,Danny
4890,20927,Randy
10386,20927,Lewis' Mom
9572,20927,Alice
26258,20927,Simon
18316,20927,Wendy
38691,20927,Grandma Jean
8872,36929,David Leary
74036,36929,Rosco Bigger - Fang
105962,36929,Victoria Tucker
10556,36929,Faith Bigger
4175,36929,Art Lundstrum
87003,36929,Clark
27726,36929,Principal Kokelar
27811,9102,Colonel Hendricksson
56977,9102,Becker
56978,9102,Jessica
56979,9102,Ace Jefferson
25689,9102,Landowska
1229549,9102,David
30617,9102,Leone
1242148,9102,Chuck Elbarak
1445745,9102,Ross
938895,124626,Herself
109142,124626,Herself
14397,124626,Himself
7491,124626,Himself
18627,124626,Himself
54754,124626,Herself
1078926,124626,
514,27526,Freddy Gale
52,27526,John Booth
5657,27526,Mary
32,27526,Jojo
6721,27526,Helen Booth
1272,27526,Stuart Booth
23648,27526,Verna
98084,27526,Peter
72861,27526,Roger
47879,27526,Bobby
3416,9623,Annie Laird
7447,9623,Teacher
24045,9623,Oliver Laird
8256,9623,Juliet
4691,9623,Eddie
32225,9623,Tallow
15183,9623,Louie Boffano
14884,9623,Judge Weitzel
13525,9623,Boone
148635,9623,Bozeman
1034640,46785,Razieh
1034642,46785,Ali
1034643,46785,Mother
1387299,46785,Old Lady
1387300,46785,Soldier
1271,400,Jimmy 'The Saint' Tosnia
1062,400,Pieces
4520,400,Franchise
5502,400,Easy Wind
4515,400,Critical Bill
5251,400,Joe Heff
884,400,Mister Shhh
826,400,Lucinda
5503,400,Dagney
4690,400,The Man with the Plan
13506,880,Antonia
13507,880,Danielle
13508,880,Allegonde
13509,880,Thérèse
13510,880,Thérèse (13)
13511,880,Thérèse (6)
13512,880,Sarah
13513,880,Krummer Finger
13514,880,Sebastian
13515,880,Lara
19739,146599,Poppa
119598,146599,Ma Ponk
157439,146599,Ma Pearl
53918,146599,Miss Alice (as Salli Richardson)
54800,146599,Miss Annie
10939,146599,Mr. Walter
6542,146599,Preacher Hurn
1384901,146599,Cliff (12 Yrs.) (as Willis Norwood Jr.)
40175,146599,Miss Maybry
94511,146599,Mr. Will
990400,188588,Oona Hart
22137,188588,Helena Mora
69697,188588,Jake Axelrod
175081,188588,Suzanne
24368,188588,Freddy
109470,188588,Ivan Axelrod
59204,188588,George
6832,188588,Trish Axelrod
7505,188588,Thomas
17495,188588,Chloe Garfield
40900,8447,William Adamson
5470,8447,Matty Crompton
14326,8447,Eugenia Alabaster Adamson
55037,8447,Sir Harald Alabaster
35862,8447,Edgar Alabaster
30320,8447,Lady Alabaster
25658,8447,Robin
8227,8447,Miss Mead
1229,10534,Captain Christopher 'Skipper' Sheldon
6692,10534,Dr. Alice Sheldon
47879,10534,"McCrea, Albatross Crewman"
24965,10534,Charles 'Chuck' Gieg
23958,10534,Frank Beaumont
11864,10534,Gil Martin
153862,10534,Robert Marsh
83051,10534,Dean Preston
61983,10534,Shay Jennings
1206,17414,Robert Grant
6450,17414,Mrs. Dubrow
27564,17414,Kyle Grant
4757,17414,Lord Rutledge
171373,17414,Brian Grant
5129,17414,Buck LaFarge
13243,17414,Lionel Spalding
156592,17414,Victor Dubrow
169906,17414,Mrs. Dellacroce
44185,17414,Nancy
58198,13997,Mike Donnelly
60950,13997,Steve Dodds
31511,13997,Robbie Mieghem
21561,13997,Al Donnelly
2048,13997,Drake Sabitch
14888,13997,Neuschwander
4003,13997,Governor Tracy
17396,13997,Roger Kovary
56486,13997,Scott Colleary
20196,13997,Clyde Spinoza
85,2086,Gene Watson
21365,2086,Lynn Watson
17764,2086,Hucy
4690,2086,Mr. Smith
21366,2086,Ms. Jones
21368,2086,Brendan Grant
21369,2086,Krista Brooks
19131,2086,Gov. Eleanor Grant
203762,2086,Franco (Governor's Bodyguard)
17200,2086,Officer Trust
12261,61548,August King
9030,61548,Annalees
16476,61548,Olaf Singletary
8975,61548,Mooney Wright
11867,61548,Hal Wright
233294,61548,Ida Wright
1204,9095,Mary Reilly
6949,9095,Dr. Henry Jekyll / Edward Hyde
47722,9095,Der Butler Mr. Poole
5658,9095,Marys Vater
515,9095,Mrs. Farraday
1229735,9095,Mrs. Kent
3968,9095,Bradshaw
33399,9095,Annie
8443,9095,Mary's Mother
8785,9095,Sir Danvers Carew
776,12158,Maximillian | Pauly | Guido
9780,12158,Detective Rita Veder
32486,12158,Detective Justice
66554,12158,Julius Jones
56902,12158,Silas Green
47458,12158,Dr. Zeko
593,12158,Capt. Dewey
6951,12158,Police Officer
172200,12158,Nikki
2876,9283,Tommy 'Birdman' Rowland
11315,9283,Michael 'Mo' Morris
49425,9283,Tracy Stover
34485,9283,Darian Smalls
16327,9283,Willie Conway
139,9283,Andera
23931,9283,Sharon Cassidy
4688,9283,Paul Kirkwood
12929,9283,Gina Barrisano
3201,9283,Stanley 'Stinky' Womack
8891,9208,Maj. Vic 'Deak' Deakins
2224,9208,Capt. Riley Hale
20767,9208,Terry Carmichael
18792,9208,Colonel Max Wilkins
4029,9208,Pritchett
11805,9208,Giles Prentice
126418,9208,Kelly
6198,9208,Chief Sam Rhodes
12536,9208,"Chairman, Joint Chief of Staff"
61216,9208,Johnson
29859,40154,Henry
13637,40154,Margaretta
17483,40154,Joe
32357,40154,Tom Newman
12094,40154,Nancy
53328,40154,Nina
9139,40154,Fadge
26860,40154,Terry Du Bois
40311,40154,Young actor
237613,40154,Molly
1925,406,Vinz
5418,406,Hubert
5419,406,Saïd
5420,406,Abdel
72270,406,Santo
5424,406,Sarah
5442,406,Benoît
5441,406,Darty
2170,406,Inspecteur Notre Dame
5423,406,Gars ordinaire
41381,45549,Jo
9642,45549,Billy
28848,45549,Tommy
30087,45549,Be Bop
48,45549,Venning
19995,45549,Bev
378,45549,Conway
202032,45549,Dix
19299,45549,Peters
1243685,45549,Pony
92561,63076,Narrator
92032,63076,Herself
1144665,63076,Herself
1144666,63076,Himself
74954,63076,Actor/Herself
42545,63076,Himself
550826,63076,Himself
1158,11062,Mayor John Pappas
3036,11062,Deputy Mayor Kevin Calhoun
2233,11062,Marybeth Cogan
1004,11062,Frank Anselmo
2641,11062,Judge Walter Stern
19839,11062,Abe Goodman
31028,11062,Larry Schwartz
36422,13685,Anthony Adams
887,13685,Dignan
74940,13685,Inez
71555,13685,Future Man
52797,13685,Bob Mapplethorpe
148593,13685,Bernice
3085,13685,Mr. Henry
42006,13685,Dr. Nichols
1117323,13685,Grace
1117324,13685,H. Clay Murchison
14,47475,Martha Alston
8984,47475,Whitman Crawford
3234,47475,Inga Gunther
923,47475,Jack Tramonte
23709,47475,Mrs. Crawford
15250,47475,Annie
1232807,47475,Jane
170162,47475,Nancy Culpepper
128621,47475,Dick Braxton
11477,2045,Dr. David Krane
9625,2045,Dr. Martha Briggs
9979,2045,Don Bresler
4443,2045,Stewart Gleick
19839,2045,Curtis Avery
14595,2045,Michael Stratton
21058,2045,Lindy Krane
21059,2045,Cara Crane
21060,2045,Mary Krane
19292,9614,Happy Gilmore
7399,9614,Hal L. - Orderly in Nursing Home (uncredited)
4443,9614,Shooter McGavin
31171,9614,Virginia Venit
11794,9614,Grandma Gilmore
1101,9614,Chubbs
10460,9614,Mr. Larson
170802,9614,Himself
20818,9614,Otto
59196,9614,Jeering Fan
5064,688,Francesca Johnson
190,688,Robert Kincaid
6907,688,Caroline Johnson
10379,688,Michael Johnson
10380,688,Richard Johnson
10381,688,Caroline as a young girl
10382,688,Michael as a young boy
10383,688,Betty
10386,688,Madge
10388,688,Lawyer Peterson
22686,11907,Fanny Fink
70887,11907,Orfeo de Altamar
70888,11907,Lothar Sticker
9931,11907,Madeleine
1084,11907,Anton
34297,11907,Lasse Laengsfeld
13472,10874,Long John Silver
19996,10874,Jim Hawkins
12094,10874,Mrs. Bluveridge
9188,10874,Billy Bones
64181,10874,
7908,10874,Miss Piggy / Fozzie Bear / Sam the Eagle / Animal (voice)
64180,10874,Kermit the Frog / Rizzo the Rat / Beaker (voice)
133876,10874,Captain Flint
1705493,10874,Calico Jerry
121112,10874,Easy Pete
937034,89333,Herself
937035,89333,Himself
103057,89333,Himself
50841,89333,Herself
3664,89333,Herself
937036,89333,Herself
937037,89333,Herself
937039,89333,Herself
56367,89333,Herself
33463,89333,Himself
10361,96357,Man
1112607,96357,Vic Palmieri
36197,96357,Candy
4944,96357,Danny
56930,96357,Bradford Lumpkin
35040,96357,Carl Levin
10691,96357,Letitia Jackson
1916,96357,Joe
128174,96357,Drunk
2461,197,William Wallace
2462,197,Murron MacClannough
1957,197,Princess Isabelle
2463,197,King Edward
2464,197,Robert the Bruce
2039,197,Hamish Campbell
2465,197,Young William Wallace
2467,197,Campbell
2468,197,MacClannough
2469,197,Mother MacClannough
380,103,Travis Bickle
1036,103,Betsy
1037,103,'Sport' Matthew
1038,103,Iris Steensma
1039,103,Wizard
1040,103,Senator Charles Palantine
13,103,Tom
1041,103,Concession Girl
1043,103,Policeman al rally
1032,103,Man in cab
18897,33542,Keung
44917,33542,Elaine
10875,33542,Nancy
